en,fr,it,de,es,ko,kana
"When it fires off energy with all its might, the power creates countless fissures on its body.","When it fires off energy with all its might, the power creates countless fissures on its body.","When it fires off energy with all its might, the power creates countless fissures on its body.","When it fires off energy with all its might, the power creates countless fissures on its body.","When it fires off energy with all its might, the power creates countless fissures on its body.","When it fires off energy with all its might, the power creates countless fissures on its body.","When it fires off energy with all its might, the power creates countless fissures on its body."
"It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.","It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.","It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.","It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.","It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.","It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.","It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon."
The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.
"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.","It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.","It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.","It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.","It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.","It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.","It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it."
"Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.","Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.","Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.","Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.","Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.","Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.","Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph."
"This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.","This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.","This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.","This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.","This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.","This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.","This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions."
Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.
"Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.","Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.","Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.","Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.","Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.","Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.","Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam."
"When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.","When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.","When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.","When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.","When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.","When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.","When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists."
It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.
"On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.","On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.","On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.","On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.","On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.","On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.","On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds."
"This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.","This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.","This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.","This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.","This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.","This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.","This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages."
They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.
The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.
!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!
!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!
!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!
"Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out.","Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out.","Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out.","Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out.","Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out.","Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out.","Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out."
Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.,Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.,Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.,Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.,Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.,Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.,Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.
"Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser.","Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser.","Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser.","Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser.","Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser.","Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser.","Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser."
"To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well.","To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well.","To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well.","To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well.","To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well.","To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well.","To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well."
"This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place.","This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place.","This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place.","This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place.","This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place.","This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place.","This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place."
"Some say if you dry the leaves on its head, boil them down, and drink the infusion, your vigor will return, so Petilil is popular with the elderly.","Some say if you dry the leaves on its head, boil them down, and drink the infusion, your vigor will return, so Petilil is popular with the elderly.","Some say if you dry the leaves on its head, boil them down, and drink the infusion, your vigor will return, so Petilil is popular with the elderly.","Some say if you dry the leaves on its head, boil them down, and drink the infusion, your vigor will return, so Petilil is popular with the elderly.","Some say if you dry the leaves on its head, boil them down, and drink the infusion, your vigor will return, so Petilil is popular with the elderly.","Some say if you dry the leaves on its head, boil them down, and drink the infusion, your vigor will return, so Petilil is popular with the elderly.","Some say if you dry the leaves on its head, boil them down, and drink the infusion, your vigor will return, so Petilil is popular with the elderly."
The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.,The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.,The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.,The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.,The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.,The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.,The fragrance of its flower differs slightly depending on the soil where it grew up. Sniffing the aroma calms your heart and mind.
!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!
"Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts.","Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts.","Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts.","Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts.","Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts.","Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts.","Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts."
"Krokorok really hates it when its body gets cold. On nights when the temperature drops, it digs deep into the desert sands.","Krokorok really hates it when its body gets cold. On nights when the temperature drops, it digs deep into the desert sands.","Krokorok really hates it when its body gets cold. On nights when the temperature drops, it digs deep into the desert sands.","Krokorok really hates it when its body gets cold. On nights when the temperature drops, it digs deep into the desert sands.","Krokorok really hates it when its body gets cold. On nights when the temperature drops, it digs deep into the desert sands.","Krokorok really hates it when its body gets cold. On nights when the temperature drops, it digs deep into the desert sands.","Krokorok really hates it when its body gets cold. On nights when the temperature drops, it digs deep into the desert sands."
"When it spots prey, even at a distance of over 30 miles, it swims through the desert as if it were water, then jumps out and chomps them.","When it spots prey, even at a distance of over 30 miles, it swims through the desert as if it were water, then jumps out and chomps them.","When it spots prey, even at a distance of over 30 miles, it swims through the desert as if it were water, then jumps out and chomps them.","When it spots prey, even at a distance of over 30 miles, it swims through the desert as if it were water, then jumps out and chomps them.","When it spots prey, even at a distance of over 30 miles, it swims through the desert as if it were water, then jumps out and chomps them.","When it spots prey, even at a distance of over 30 miles, it swims through the desert as if it were water, then jumps out and chomps them.","When it spots prey, even at a distance of over 30 miles, it swims through the desert as if it were water, then jumps out and chomps them."
"This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.","This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.","This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.","This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.","This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.","This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.","This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled."
!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!,!!!Placeholder!!!
"Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.","Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.","Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.","Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.","Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.","Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.","Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert."
"It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.","It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.","It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.","It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.","It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.","It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.","It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon."
Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.
"They move in small groups, walking around lazily. Anyone who makes eye contact gets smacked with a headbutt.","They move in small groups, walking around lazily. Anyone who makes eye contact gets smacked with a headbutt.","They move in small groups, walking around lazily. Anyone who makes eye contact gets smacked with a headbutt.","They move in small groups, walking around lazily. Anyone who makes eye contact gets smacked with a headbutt.","They move in small groups, walking around lazily. Anyone who makes eye contact gets smacked with a headbutt.","They move in small groups, walking around lazily. Anyone who makes eye contact gets smacked with a headbutt.","They move in small groups, walking around lazily. Anyone who makes eye contact gets smacked with a headbutt."
"This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf.","This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf.","This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf.","This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf.","This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf.","This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf.","This Pokémon may be rude, but it takes very good care of its family, its friends, and its turf."
A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.
"The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.","The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.","The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.","The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.","The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.","The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.","The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face."
There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.
It was restored from an ancient fossil. Tirtouga lived in the sea but came up onto the land to search for prey.,It was restored from an ancient fossil. Tirtouga lived in the sea but came up onto the land to search for prey.,It was restored from an ancient fossil. Tirtouga lived in the sea but came up onto the land to search for prey.,It was restored from an ancient fossil. Tirtouga lived in the sea but came up onto the land to search for prey.,It was restored from an ancient fossil. Tirtouga lived in the sea but came up onto the land to search for prey.,It was restored from an ancient fossil. Tirtouga lived in the sea but came up onto the land to search for prey.,It was restored from an ancient fossil. Tirtouga lived in the sea but came up onto the land to search for prey.
Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.,Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.,Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.,Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.,Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.,Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.,Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.
"Once thought to be the ancestor of all bird Pokémon, some of the latest research suggests that may not be the case.","Once thought to be the ancestor of all bird Pokémon, some of the latest research suggests that may not be the case.","Once thought to be the ancestor of all bird Pokémon, some of the latest research suggests that may not be the case.","Once thought to be the ancestor of all bird Pokémon, some of the latest research suggests that may not be the case.","Once thought to be the ancestor of all bird Pokémon, some of the latest research suggests that may not be the case.","Once thought to be the ancestor of all bird Pokémon, some of the latest research suggests that may not be the case.","Once thought to be the ancestor of all bird Pokémon, some of the latest research suggests that may not be the case."
"This ancient Pokémon’s plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail.","This ancient Pokémon’s plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail.","This ancient Pokémon’s plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail.","This ancient Pokémon’s plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail.","This ancient Pokémon’s plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail.","This ancient Pokémon’s plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail.","This ancient Pokémon’s plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail."
Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.,Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.,Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.,Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.,Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.,Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.,Poisonous gas leaks out of it when it breathes. Muk that catch a whiff of that stench will come drooling.
"It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid.","It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid.","It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid.","It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid.","It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid.","It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid.","It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid."
"This Pokémon has a cowardly disposition, so when it’s not around friends, it basically always stays transformed as something else.","This Pokémon has a cowardly disposition, so when it’s not around friends, it basically always stays transformed as something else.","This Pokémon has a cowardly disposition, so when it’s not around friends, it basically always stays transformed as something else.","This Pokémon has a cowardly disposition, so when it’s not around friends, it basically always stays transformed as something else.","This Pokémon has a cowardly disposition, so when it’s not around friends, it basically always stays transformed as something else.","This Pokémon has a cowardly disposition, so when it’s not around friends, it basically always stays transformed as something else.","This Pokémon has a cowardly disposition, so when it’s not around friends, it basically always stays transformed as something else."
It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.,It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.,It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.,It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.,It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.,It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.,It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.
"A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth.","A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth.","A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth.","A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth.","A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth.","A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth.","A clean freak that will not allow even the slightest mess, it uses its tail like a mop to thoroughly clean any and all filth."
"The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks.","The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks.","The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks.","The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks.","The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks.","The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks.","The white parts of its coat are covered in an oil secreted from its body, so this Pokémon can slide right away from its enemies’ attacks."
"Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.","Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.","Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.","Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.","Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.","Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.","Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see."
"On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.","On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.","On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.","On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.","On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.","On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.","On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe."
A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.
